question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,r1,r2,s,ground_truth
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.16259152,0.0,0.0,0.0,1.0372268,0.0,0.0,0.0,1.2431122,0.0,0.0,0.0,0.33333334,10,0.08701137698962977,2.4429305,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.1188759,0.0,0.0,0.0,0.8588283,0.0,0.0,0.0,0.33333334,11,0.08004270767353643,1.9777042,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0138192,0.0,0.0,0.0,0.90046483,0.0,0.0,0.0,0.33333334,12,0.07410797215372188,1.914284,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0580062,0.0,0.34808567,0.0,0.82153785,0.0,0.2620825,0.0,0.6666667,13,0.06899287148695145,1.879544,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0580062,0.0,0.37445268,0.0,0.80264306,0.0,0.26448387,0.0,0.6666667,14,0.06453852113757116,1.8606492,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0391114,0.0,0.32919088,0.0,0.80264306,0.0,0.2431877,0.0,0.6666667,15,0.06062462181643484,1.8417544,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0391114,0.0,0.22010243,0.0,0.80264306,0.0,0.1556339,0.0,0.6666667,16,0.05715841383994861,1.8417544,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.16104023,0.0,0.0,0.0,0.65711004,0.0,0.0,0.0,0.9894123,0.0,0.0,0.0,0.33333334,17,0.054067221270275766,1.8075626,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,1.0103444,0.0,0.28265077,0.0,0.773876,0.0,0.20009482,0.0,0.6666667,18,0.05129329438755053,1.7842205,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.9269568,0.0,0.39690393,0.0,0.69645643,0.0,0.28337866,0.0,0.6666667,19,0.04879016416943201,1.6234132,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.06505273,0.0,0.0042299326,0.0,0.70419854,0.0,0.0,0.0,0.8480476,0.0,0.0,0.0,0.6666667,20,0.04652001563489285,1.6172988,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.37445268,0.0,0.69645643,0.0,0.28337866,0.0,0.6666667,21,0.04445176257083384,1.6009619,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.37445268,0.0,0.69645643,0.0,0.28337866,0.0,0.6666667,22,0.04255961441879593,1.6009619,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.34808567,0.0,0.69645643,0.0,0.2620825,0.0,0.6666667,23,0.040821994520255124,1.6009619,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.31752,0.0,0.69645643,0.0,0.23745996,0.0,0.6666667,24,0.039220713153281295,1.6009619,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.33031255,0.0,0.67756164,0.0,0.22886182,0.0,0.6666667,25,0.03774032798284703,1.5820673,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.90450555,0.0,0.34808567,0.0,0.67756164,0.0,0.2431877,0.0,0.6666667,26,0.03636764417087485,1.5820673,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.88561076,0.0,0.22010243,0.0,0.67756164,0.0,0.1556339,0.0,0.6666667,27,0.0350913198112701,1.5631723,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.88561076,0.0,0.22010243,0.0,0.67756164,0.0,0.1556339,0.0,0.6666667,28,0.033901551675681346,1.5631723,0
728bc895-550b-4105-8bf9-b6b8b3774a6f,0.0,0.0,0.0,0.0,0.88561076,0.0,0.32919088,0.0,0.67756164,0.0,0.2431877,0.0,0.6666667,29,0.03278982282299087,1.5631723,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,4.672873,4.237041,1.2161144,4.573906,4.2122602,3.8311982,0.99579316,4.145079,1.0,0,0.6931471805599453,8.885134,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.26228064,0.13067615,0.0,0.13067615,3.8709173,2.5018368,0.0,2.588964,3.8848772,2.5347822,0.0,2.6476812,0.6666667,1,0.4054651081081644,8.018075,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.26727685,0.13567238,0.0,0.13567238,3.6353981,1.1781371,0.0,1.2415712,3.6878324,1.329655,0.0,1.4610343,0.6666667,2,0.2876820724517809,7.5905075,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.2684986,0.1368941,0.0,0.1368941,3.6058557,1.6886535,0.0,1.9446645,3.6363196,1.8122764,0.0,2.0331051,0.6666667,3,0.22314355131420976,7.510674,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,3.7874994,2.356346,0.0,2.5210876,3.6250706,2.2196698,0.0,2.3803213,0.6666667,4,0.18232155679395462,7.41257,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.27666935,0.16800801,0.027218757,0.16800801,3.1172636,2.0740488,0.0,2.1239092,3.2989767,2.3727157,0.02496958,2.4136207,1.0,5,0.1541506798272583,6.6929097,1
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.26539603,0.13379155,0.0,0.13379155,2.5774188,1.663111,0.0,1.7992306,2.768043,1.814629,0.0,1.9299598,0.6666667,6,0.13353139262452263,5.610858,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,2.3360229,1.3208346,0.0,1.4309227,2.204611,1.2249334,0.0,1.3300903,0.6666667,7,0.11778303565638346,4.540634,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,2.3191514,0.9015769,0.0,1.0014466,2.1099093,0.7410785,0.0,0.8355567,0.6666667,8,0.1053605156578263,4.429061,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.2684986,0.1368941,0.0,0.1368941,1.9047438,0.94839215,0.0,0.94839215,2.2222335,1.4299693,0.0,1.4299693,0.6666667,9,0.09531017980432487,4.395476,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.26917502,0.13067615,0.0,0.14106752,1.8579284,0.9015769,0.0,0.9015769,2.259718,1.178118,0.0,1.2685885,1.0,10,0.08701137698962977,4.3868213,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.27850193,0.18270704,0.036165494,0.18270704,1.7290667,1.043115,0.0,1.1568496,2.2589612,1.6937404,0.1505647,1.7787976,1.0,11,0.08004270767353643,4.26653,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.27384812,0.13379155,0.017846571,0.15340063,1.6938514,0.48926777,0.0,0.48926777,2.2112167,1.2249334,0.01982771,1.283889,1.0,12,0.07410797215372188,4.178916,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.704457,1.0185052,0.0,1.0185052,1.59519,0.9414248,0.0,0.9414248,0.6666667,13,0.06899287148695145,3.299647,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.13831297,0.03233564,0.0,0.03233564,1.3978568,0.0,0.0,0.0,1.585401,0.111546606,0.0,0.111546606,0.6666667,14,0.06453852113757116,3.1215708,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.5736654,0.6490018,0.0,0.6490018,1.4576552,0.5719213,0.0,0.5719213,0.6666667,15,0.06062462181643484,3.0313206,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.5300512,0.5180348,0.0,0.5180348,1.4346132,0.4694784,0.0,0.4694784,0.6666667,16,0.05715841383994861,2.9646645,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.26727685,0.13567238,0.0,0.13567238,1.0308074,0.57168293,0.0,0.57168293,1.6074921,0.9537269,0.0,1.0379268,0.6666667,17,0.054067221270275766,2.9055762,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.9726114,0.0,0.0,0.0,0.92950255,0.0,0.0,0.0,0.33333334,18,0.05129329438755053,1.9021139,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.1194383,0.0,0.0,0.0,0.7747819,0.0,0.0,0.0,0.33333334,19,0.04879016416943201,1.8942201,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.1099908,0.0,0.0,0.0,0.7653345,0.0,0.0,0.0,0.33333334,20,0.04652001563489285,1.8753253,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.016668,0.0,0.0,0.0,0.69241136,0.0,0.0,0.0,0.33333334,21,0.04445176257083384,1.7090793,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,22,0.04255961441879593,1.6901846,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,23,0.040821994520255124,1.6901846,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,24,0.039220713153281295,1.6901846,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.9021135,0.0,0.0,0.0,0.59319484,0.0,0.0,0.0,0.33333334,25,0.03774032798284703,1.4953084,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.9021135,0.0,0.0,0.0,0.59319484,0.0,0.0,0.0,0.33333334,26,0.03636764417087485,1.4953084,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.8926661,0.0,0.0,0.0,0.59319484,0.0,0.0,0.0,0.33333334,27,0.0350913198112701,1.485861,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.8926661,0.0,0.0,0.0,0.59319484,0.0,0.0,0.0,0.33333334,28,0.033901551675681346,1.485861,0
fbab2f39-65df-47b2-a3d5-525e59e06fa8,0.0,0.0,0.0,0.0,0.8926661,0.0,0.0,0.0,0.59319484,0.0,0.0,0.0,0.33333334,29,0.03278982282299087,1.485861,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.30212623,0.19541973,0.0427738,0.19541973,4.5449343,2.669633,0.0,2.9440098,4.5044994,2.834956,0.09646366,3.0632632,1.0,0,0.6931471805599453,9.35156,1
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,4.851067,4.0274878,1.0640543,4.259788,4.3867636,3.6569748,0.866885,3.8738503,1.0,1,0.4054651081081644,9.237831,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,3.9126177,2.1010725,0.0,2.172216,3.7194452,1.9423134,0.0,2.0112176,0.6666667,2,0.2876820724517809,7.632063,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.4021281,0.14338884,0.0,0.18516679,2.3524086,0.5037585,0.0,0.66979563,2.8056095,0.920573,0.0,1.2756025,0.6666667,3,0.22314355131420976,5.5601463,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.29090112,0.14838508,0.0,0.14838508,2.0256314,0.63399166,0.0,0.63399166,2.4519448,1.0508063,0.0,1.135171,0.6666667,4,0.18232155679395462,4.7684774,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,2.4310682,1.1128727,0.0,1.2597077,2.2721953,1.0039909,0.0,1.1425889,0.6666667,5,0.1541506798272583,4.7032633,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,2.369083,1.4235461,0.0,1.5368752,2.2133179,1.302758,0.0,1.4103781,0.6666667,6,0.13353139262452263,4.582401,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.2890203,0.14650425,0.0,0.14650425,1.9078224,1.159688,0.0,1.159688,2.2360344,1.3928331,0.0,1.4619654,0.6666667,7,0.11778303565638346,4.432877,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,2.135854,1.159688,0.0,1.159688,1.9844477,1.0508063,0.0,1.0508063,0.6666667,8,0.1053605156578263,4.1203017,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,2.0890386,1.1128727,0.0,1.1128727,1.8542144,0.920573,0.0,0.920573,0.6666667,9,0.09531017980432487,3.943253,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.2974724,0.14650425,0.021688065,0.16611333,1.5032321,0.6816535,0.0,0.6816535,2.1353056,1.2447199,0.11012259,1.2825446,1.0,10,0.08701137698962977,3.9360101,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.9365894,1.1884551,0.0,1.1884551,1.7917385,1.0795732,0.0,1.0795732,0.6666667,11,0.08004270767353643,3.7283278,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.9365894,1.1884551,0.0,1.1884551,1.7917385,1.0795732,0.0,1.0795732,0.6666667,12,0.07410797215372188,3.7283278,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.29090112,0.14838508,0.0,0.14838508,1.2421032,0.7164068,0.0,0.7164068,1.8330846,1.1209192,0.0,1.1209192,0.6666667,13,0.06899287148695145,3.3660889,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.2859049,0.14338884,0.0,0.14338884,1.229801,0.7041047,0.0,0.7041047,1.8106333,1.0984681,0.0,1.0984681,0.6666667,14,0.06453852113757116,3.3263392,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.24264556,0.0,0.0,0.0,1.382329,0.0,0.0,0.0,1.5408016,0.0,0.0,0.0,0.33333334,15,0.06062462181643484,3.1657763,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.4514446,0.0,0.0,0.0,1.2959695,0.0,0.0,0.0,0.6666667,16,0.05715841383994861,2.747414,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.3028289,0.0,0.0,0.0,1.2533785,0.0,0.0,0.0,0.33333334,17,0.054067221270275766,2.5562074,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.2073499,0.6816535,0.0,0.6816535,1.0984681,0.6084007,0.0,0.6084007,0.6666667,18,0.05129329438755053,2.305818,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.159688,0.0,0.0,0.0,1.0508063,0.0,0.0,0.0,0.6666667,19,0.04879016416943201,2.2104943,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.159688,0.63399166,0.0,0.63399166,1.0039909,0.5139235,0.0,0.5139235,0.6666667,20,0.04652001563489285,2.163679,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.0294548,0.5037585,0.0,0.5037585,0.920573,0.43050572,0.0,0.43050572,0.6666667,21,0.04445176257083384,1.9500278,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.1194383,0.0,0.0,0.0,0.7747819,0.0,0.0,0.0,0.33333334,22,0.04255961441879593,1.8942201,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.1099908,0.0,0.0,0.0,0.7653345,0.0,0.0,0.0,0.33333334,23,0.040821994520255124,1.8753253,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.13953471,0.045812935,0.0,0.045812935,0.68645364,0.0,0.0,0.0,1.0063672,0.14614046,0.0,0.14614046,0.6666667,24,0.039220713153281295,1.8323555,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.016668,0.0,0.0,0.0,0.69241136,0.0,0.0,0.0,0.33333334,25,0.03774032798284703,1.7090793,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,26,0.03636764417087485,1.6901846,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,27,0.0350913198112701,1.6901846,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.0,0.0,0.0,0.0,1.0072206,0.0,0.0,0.0,0.68296397,0.0,0.0,0.0,0.33333334,28,0.033901551675681346,1.6901846,0
4f1baca6-fd1f-48d3-b115-9aed067dd8c0,0.16259152,0.0,0.0,0.0,0.401797,0.0,0.0,0.0,1.1209192,0.0,0.0,0.0,0.6666667,29,0.03278982282299087,1.6853077,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,2.2352235,1.2601779,0.07289936,1.4332932,2.0114794,1.0796864,0.042409353,1.2411715,1.0,0,0.6931471805599453,4.246703,0
3f19106f-4656-4129-8a98-39024c4b2555,0.11972973,0.0,0.0,0.0,2.0580783,0.0,0.0,0.0,2.04131,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,4.219118,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.981286,0.0,0.0,0.0,1.9082206,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,3.8895068,0
3f19106f-4656-4129-8a98-39024c4b2555,0.11817203,0.0,0.0,0.0,1.6011648,0.0,0.0,0.0,1.6295928,0.0,0.0,0.0,0.33333334,3,0.22314355131420976,3.3489296,0
3f19106f-4656-4129-8a98-39024c4b2555,0.121281005,0.0,0.0,0.0,1.2981724,0.0,0.0,0.0,1.3725587,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,2.792012,0
3f19106f-4656-4129-8a98-39024c4b2555,0.121281005,0.0,0.0,0.0,1.2981724,0.0,0.0,0.0,1.3725587,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,2.792012,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.4058965,0.0,0.0,0.0,1.3366055,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,2.7425022,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.4938805,0.029972158,0.0,0.09594333,1.2042563,0.021707725,0.0,0.06838382,0.6666667,7,0.11778303565638346,2.6981368,0
3f19106f-4656-4129-8a98-39024c4b2555,0.18423958,0.1290012,0.012994377,0.1290012,0.9228408,0.0,0.0,0.0,1.2913452,0.45278168,0.0,0.45278168,1.0,8,0.1053605156578263,2.3984256,1
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.2083805,0.0,0.0,0.0,1.1444552,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,2.3528357,0
3f19106f-4656-4129-8a98-39024c4b2555,0.1369878,0.024498044,0.0,0.024498044,0.96063197,0.0,0.0,0.0,1.2542375,0.061988756,0.0,0.061988756,0.6666667,10,0.08701137698962977,2.3518572,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.0745481,0.0,0.0,0.0,0.9925474,0.0,0.0,0.0,0.6666667,11,0.08004270767353643,2.0670955,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.96063197,0.0,0.0,0.0,0.89437354,0.0,0.0,0.0,0.33333334,12,0.07410797215372188,1.8550055,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,1.007769,0.0,0.28025365,0.0,0.7993976,0.0,0.20660314,0.0,0.6666667,13,0.06899287148695145,1.8071666,0
3f19106f-4656-4129-8a98-39024c4b2555,0.12067014,0.0,0.0,0.0,0.7332168,0.0,0.0,0.0,0.9182044,0.0,0.0,0.0,0.33333334,14,0.06453852113757116,1.7720914,0
3f19106f-4656-4129-8a98-39024c4b2555,0.12067014,0.0,0.0,0.0,0.7332168,0.0,0.0,0.0,0.9182044,0.0,0.0,0.0,0.33333334,15,0.06062462181643484,1.7720914,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.9888742,0.0,0.12760423,0.0,0.7805028,0.0,0.08134172,0.0,0.6666667,16,0.05715841383994861,1.769377,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.9883363,0.0,0.13321185,0.0,0.76387453,0.0,0.08975935,0.0,0.6666667,17,0.054067221270275766,1.7522109,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.9883363,0.0,0.07289936,0.0,0.74497974,0.0,0.023514565,0.0,0.6666667,18,0.05129329438755053,1.7333161,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.96944153,0.0,0.18103805,0.0,0.74497974,0.0,0.12363999,0.0,0.6666667,19,0.04879016416943201,1.7144213,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.9406745,0.0,0.23259187,0.0,0.71621263,0.0,0.15894133,0.0,0.6666667,20,0.04652001563489285,1.656887,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.85728693,0.0,0.0953506,0.0,0.63879305,0.0,0.042409353,0.0,0.6666667,21,0.04445176257083384,1.4960799,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.82635677,0.0,0.07289936,0.0,0.6564035,0.0,0.042409353,0.0,0.6666667,22,0.04255961441879593,1.4827602,0
3f19106f-4656-4129-8a98-39024c4b2555,0.13820954,0.04515678,0.0,0.04515678,0.4433471,0.0,0.0,0.0,0.8932843,0.20534305,0.0,0.20534305,0.6666667,23,0.040821994520255124,1.474841,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.83483565,0.0,0.07289936,0.0,0.63879305,0.0,0.042409353,0.0,0.6666667,24,0.039220713153281295,1.4736288,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.83483565,0.0,0.046468597,0.0,0.63879305,0.0,0.021768037,0.0,0.6666667,25,0.03774032798284703,1.4736288,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.83483565,0.0,0.07289936,0.0,0.63879305,0.0,0.042409353,0.0,0.6666667,26,0.03636764417087485,1.4736288,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.83483565,0.0,0.028646648,0.0,0.61989826,0.0,0.0,0.0,0.6666667,27,0.0350913198112701,1.4547338,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.83483565,0.0,0.046468597,0.0,0.61989826,0.0,0.0028732494,0.0,0.6666667,28,0.033901551675681346,1.4547338,0
3f19106f-4656-4129-8a98-39024c4b2555,0.0,0.0,0.0,0.0,0.807462,0.0,0.05400457,0.0,0.6375087,0.0,0.023514565,0.0,0.6666667,29,0.03278982282299087,1.4449706,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.0,0.0,0.0,0.0,3.3083253,3.0793324,0.5983508,3.4998403,2.8932512,2.781594,0.39126998,3.1685297,1.0,0,0.6931471805599453,6.201576,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.23797269,0.16175902,0.0,0.16175902,2.229674,1.4941645,0.0,1.4941645,2.3440979,1.7002332,0.0,1.8283771,1.0,1,0.4054651081081644,4.8117447,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.0,0.0,0.0,0.0,2.2239397,1.3759729,0.0,1.3759729,2.140541,1.2968377,0.0,1.2968377,1.0,2,0.2876820724517809,4.364481,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.24262652,0.19921446,0.003214173,0.19921446,1.6948338,0.80412555,0.0,0.80412555,1.9339932,1.4018288,0.0,1.4018288,1.0,3,0.22314355131420976,3.8714535,1
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.23797269,0.11728024,0.0,0.15391278,1.4585944,0.0,0.0,0.0,1.726473,0.3775858,0.0,0.4882637,1.0,4,0.18232155679395462,3.4230402,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.0,0.0,0.0,0.0,1.2571261,0.7720999,0.0,0.7720999,1.1720481,0.70401204,0.0,0.70401204,0.6666667,5,0.1541506798272583,2.4291742,0
7334f52c-99a3-4f0f-843a-9cf8908e7e1b,0.010003355,0.0,0.0,0.0,1.1341019,0.3854713,0.0,0.3854713,1.1583421,0.35417813,0.0,0.35417813,1.0,6,0.13353139262452263,2.3024473,0
